Country,Type,Gas,year,Emissions (kt CO eq),Difference in Emissions,% Difference in Emissions,Absolute change since 1990,Percentage change since 1990,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2000,36003,-11953558,-24.90%,-23039821,-39.00%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2001,34469,-1534006,-4.30%,-24573827,-41.60%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2002,36872,2403233,7.00%,-22170594,-37.60%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2003,38146,1274450,3.50%,-20896144,-35.40%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2004,36549,-1597479,-4.20%,-22493623,-38.10%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2005,36857,307785,0.80%,-22185839,-37.60%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2006,36059,-797906,-2.20%,-22983744,-38.90%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2007,34959,-1099850,-3.10%,-24083594,-40.80%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2008,33723,-1236242,-3.50%,-25319836,-42.90%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2009,32089,-1633457,-4.80%,-26953293,-45.70%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2010,29776,-2313102,-7.20%,-29266395,-49.60%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2011,28951,-824738,-2.80%,-30091133,-51.00%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2012,29141,189654,0.70%,-29901480,-50.60%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2013,28419,-721927,-2.50%,-30623406,-51.90%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2014,28198,-220881,-0.80%,-30844287,-52.20%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2015,28035,-163341,-0.60%,-31007628,-52.50%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2016,27400,-634536,-2.30%,-31642164,-53.60%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2017,26930,-470841,-1.70%,-32113005,-54.40%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2018,26463,-466607,-1.70%,-32579612,-55.20%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2019,26711,248284,0.90%,-32331328,-54.80%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2020,26178,-532735,-2.00%,-32864063,-55.70%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2021,25709,-469597,-1.80%,-33333659,-56.50%,,
Romania,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2022,25519,-190054,-0.70%,-33523713,-56.80%,,
Romania,Total net emissions with international transport (EEA),CO2,1990,150964,125445486,491.60%,0,0.00%,,
Romania,Total net emissions with international transport (EEA),CO2,1991,116208,-34755809,-23.00%,-34755809,-23.00%,,
Romania,Total net emissions with international transport (EEA),CO2,1992,105015,-11193398,-9.60%,-45949208,-30.40%,,
Romania,Total net emissions with international transport (EEA),CO2,1993,94539,-10475680,-10.00%,-56424887,-37.40%,,
Romania,Total net emissions with international transport (EEA),CO2,1994,92958,-1581113,-1.70%,-58006000,-38.40%,,
Romania,Total net emissions with international transport (EEA),CO2,1995,98033,5074846,5.50%,-52931154,-35.10%,,
Romania,Total net emissions with international transport (EEA),CO2,1996,101800,3767284,3.80%,-49163870,-32.60%,,
Romania,Total net emissions with international transport (EEA),CO2,1997,90291,-11509254,-11.30%,-60673123,-40.20%,,
Romania,Total net emissions with international transport (EEA),CO2,1998,75040,-15251280,-16.90%,-75924404,-50.30%,,
Romania,Total net emissions with international transport (EEA),CO2,1999,59368,-15672382,-20.90%,-91596786,-60.70%,,
Romania,Total net emissions with international transport (EEA),CO2,2000,63542,4174051,7.00%,-87422735,-57.90%,,
Romania,Total net emissions with international transport (EEA),CO2,2001,68343,4801146,7.60%,-82621589,-54.70%,,
Romania,Total net emissions with international transport (EEA),CO2,2002,70064,1721729,2.50%,-80899860,-53.60%,,
Romania,Total net emissions with international transport (EEA),CO2,2003,74025,3960377,5.70%,-76939482,-51.00%,,
Romania,Total net emissions with international transport (EEA),CO2,2004,73641,-383823,-0.50%,-77323306,-51.20%,,
Romania,Total net emissions with international transport (EEA),CO2,2005,70669,-2972153,-4.00%,-80295459,-53.20%,,
Romania,Total net emissions with international transport (EEA),CO2,2006,74071,3402329,4.80%,-76893130,-50.90%,,
Romania,Total net emissions with international transport (EEA),CO2,2007,77022,2950507,4.00%,-73942623,-49.00%,,
Romania,Total net emissions with international transport (EEA),CO2,2008,75160,-1862068,-2.40%,-75804691,-50.20%,,
Romania,Total net emissions with international transport (EEA),CO2,2009,58834,-16325733,-21.70%,-92130424,-61.00%,,
Romania,Total net emissions with international transport (EEA),CO2,2010,49521,-9312996,-15.80%,-101443419,-67.20%,,
Romania,Total net emissions with international transport (EEA),CO2,2011,56766,7245593,14.60%,-94197826,-62.40%,,
Romania,Total net emissions with international transport (EEA),CO2,2012,51570,-5196179,-9.20%,-99394005,-65.80%,,
Romania,Total net emissions with international transport (EEA),CO2,2013,40565,-11004999,-21.30%,-110399004,-73.10%,,
Romania,Total net emissions with international transport (EEA),CO2,2014,30640,-9925658,-24.50%,-120324663,-79.70%,,
Romania,Total net emissions with international transport (EEA),CO2,2015,30182,-458064,-1.50%,-120782727,-80.00%,,
Romania,Total net emissions with international transport (EEA),CO2,2016,26701,-3480083,-11.50%,-124262810,-82.30%,,
Romania,Total net emissions with international transport (EEA),CO2,2017,31471,4769023,17.90%,-119493786,-79.20%,,
Romania,Total net emissions with international transport (EEA),CO2,2018,33267,1796815,5.70%,-117696972,-78.00%,,
Romania,Total net emissions with international transport (EEA),CO2,2019,30179,-3088787,-9.30%,-120785759,-80.00%,,
Romania,Total net emissions with international transport (EEA),CO2,2020,24774,-5404618,-17.90%,-126190377,-83.60%,,
Romania,Total net emissions with international transport (EEA),CO2,2021,29397,4623266,18.70%,-121567111,-80.50%,,
Romania,Total net emissions with international transport (EEA),CO2,2022,26704,-2693364,-9.20%,-124260475,-82.30%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1990,2531,-24173113,-90.50%,0,0.00%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1991,2323,-207631,-8.20%,-207631,-8.20%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1992,1618,-705360,-30.40%,-912991,-36.10%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1993,1687,68816,4.30%,-844174,-33.40%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1994,1785,98190,5.80%,-745984,-29.50%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1995,2124,339404,19.00%,-406581,-16.10%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1996,2121,-2846,-0.10%,-409427,-16.20%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1997,2120,-1318,-0.10%,-410745,-16.20%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1998,2083,-37230,-1.80%,-447975,-17.70%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),1999,1914,-168294,-8.10%,-616269,-24.40%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2000,1583,-331651,-17.30%,-947920,-37.50%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2001,1350,-232356,-14.70%,-1180275,-46.60%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2002,1056,-294003,-21.80%,-1474278,-58.30%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2003,500,-556888,-52.70%,-2031166,-80.30%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2004,429,-70596,-14.10%,-2101762,-83.10%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2005,448,19123,4.50%,-2082638,-82.30%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2006,531,83409,18.60%,-1999229,-79.00%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2007,669,137935,26.00%,-1861294,-73.50%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2008,919,250000,37.30%,-1611294,-63.70%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2009,900,-19591,-2.10%,-1630885,-64.40%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2010,962,62590,7.00%,-1568295,-62.00%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2011,1051,88440,9.20%,-1479855,-58.50%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2012,1141,89700,8.50%,-1390155,-54.90%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2013,1234,93585,8.20%,-1296570,-51.20%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2014,1306,72232,5.90%,-1224338,-48.40%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2015,1427,120612,9.20%,-1103726,-43.60%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2016,1579,152359,10.70%,-951367,-37.60%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2017,1741,161465,10.20%,-789902,-31.20%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2018,1811,70665,4.10%,-719237,-28.40%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2019,1844,32231,1.80%,-687006,-27.10%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2020,1913,69366,3.80%,-617641,-24.40%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2021,1962,48737,2.50%,-568904,-22.50%,,
Romania,Total net emissions with international transport (EEA),Fluorinated gases - (CO2 equivalent),2022,2024,62272,3.20%,-506632,-20.00%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1990,0,-2023909,-100.00%,0,0.00%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1991,0,96,58.20%,96,58.20%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1992,0,145,55.50%,241,146.10%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1993,1,283,69.80%,524,317.90%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1994,1,470,68.20%,993,603.10%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1995,2,1308,112.90%,2301,1397.00%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1996,5,2186,88.70%,4487,2724.20%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1997,10,5412,116.30%,9899,6009.60%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1998,23,12701,126.20%,22600,13719.90%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),1999,38,14855,65.30%,37455,22738.20%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2000,67,29137,77.50%,66591,40426.70%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2001,106,39327,58.90%,105918,64301.50%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2002,158,52378,49.40%,158295,96099.20%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2003,216,57559,36.30%,215855,131042.90%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2004,278,61559,28.50%,277414,168414.40%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2005,349,71100,25.60%,348514,211578.70%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2006,452,103750,29.80%,452264,274563.80%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2007,617,165047,36.50%,617311,374762.10%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2008,874,256161,41.50%,873473,530274.40%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2009,850,-23277,-2.70%,850195,516143.10%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2010,899,48907,5.80%,899102,545834.00%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2011,999,99844,11.10%,998946,606448.00%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2012,1092,92754,9.30%,1091700,662757.50%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2013,1181,89315,8.20%,1181014,716979.30%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2014,1260,78863,6.70%,1259877,764856.10%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2015,1381,121278,9.60%,1381155,838482.40%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2016,1538,157012,11.40%,1538167,933802.40%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2017,1696,158050,10.30%,1696218,1029752.80%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2018,1761,64716,3.80%,1760934,1069041.40%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2019,1781,19542,1.10%,1780476,1080904.90%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2020,1847,66785,3.80%,1847261,1121449.30%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2021,1908,60811,3.30%,1908071,1158366.70%,,
Romania,Total net emissions with international transport (EEA),HFCs - (CO2 equivalent),2022,1972,63878,3.30%,1971949,1197146.10%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1990,18730,16758219,849.80%,0,0.00%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1991,14573,-4157728,-22.20%,-4157728,-22.20%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1992,13794,-778318,-5.30%,-4936046,-26.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1993,14175,380460,2.80%,-4555586,-24.30%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1994,13325,-849714,-6.00%,-5405300,-28.90%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1995,13911,586280,4.40%,-4819020,-25.70%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1996,13502,-408917,-2.90%,-5227937,-27.90%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1997,12934,-568040,-4.20%,-5795976,-30.90%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1998,11908,-1026041,-7.90%,-6822017,-36.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),1999,11368,-540256,-4.50%,-7362273,-39.30%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2000,11342,-26041,-0.20%,-7388314,-39.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2001,11161,-180629,-1.60%,-7568942,-40.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2002,10762,-399618,-3.60%,-7968560,-42.50%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2003,11342,580090,5.40%,-7388470,-39.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2004,11832,490389,4.30%,-6898081,-36.80%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2005,12053,220629,1.90%,-6677452,-35.70%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2006,11311,-742089,-6.20%,-7419540,-39.60%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2007,11100,-210359,-1.90%,-7629899,-40.70%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2008,10206,-894005,-8.10%,-8523904,-45.50%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2009,9717,-489187,-4.80%,-9013091,-48.10%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2010,9921,203351,2.10%,-8809740,-47.00%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2011,10236,315486,3.20%,-8494255,-45.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2012,9536,-699779,-6.80%,-9194034,-49.10%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2013,9903,367019,3.80%,-8827014,-47.10%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2014,9444,-459493,-4.60%,-9286507,-49.60%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2015,9489,45242,0.50%,-9241265,-49.30%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2016,9480,-8976,-0.10%,-9250241,-49.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2017,9913,433316,4.60%,-8816925,-47.10%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2018,10604,690633,7.00%,-8126292,-43.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2019,10289,-314876,-3.00%,-8441168,-45.10%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2020,9676,-613422,-6.00%,-9054590,-48.30%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2021,10411,734996,7.60%,-8319595,-44.40%,,
Romania,Total net emissions with international transport (EEA),N2O - (CO2 equivalent),2022,9333,-1078163,-10.40%,-9397757,-50.20%,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1990,,-9332575,-100.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1991,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1992,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1993,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1994,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1995,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1996,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1997,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1998,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),1999,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2000,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2001,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2002,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2003,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2004,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2005,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2006,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2007,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2008,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2009,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2010,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2011,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2012,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2013,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2014,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2015,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2016,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2017,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2018,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2019,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2020,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2021,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),NF3 - (CO2 equivalent),2022,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1990,2530,2530064,0.00%,0,0.00%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1991,2322,-207760,-8.20%,-207760,-8.20%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1992,1617,-705456,-30.40%,-913217,-36.10%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1993,1685,68509,4.20%,-844707,-33.40%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1994,1783,97515,5.80%,-747192,-29.50%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1995,2121,337871,19.00%,-409321,-16.20%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1996,2115,-5581,-0.30%,-414902,-16.40%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1997,2109,-6563,-0.30%,-421466,-16.70%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1998,2059,-50006,-2.40%,-471472,-18.60%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1999,1875,-183308,-8.90%,-654780,-25.90%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2000,1507,-367801,-19.60%,-1022581,-40.40%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2001,1230,-277203,-18.40%,-1299784,-51.40%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2002,886,-343810,-27.90%,-1643593,-65.00%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2003,274,-612609,-69.10%,-2256202,-89.20%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2004,138,-135501,-49.50%,-2391703,-94.50%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2005,86,-52679,-38.10%,-2444383,-96.60%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2006,58,-28075,-32.80%,-2472458,-97.70%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2007,25,-32263,-56.00%,-2504721,-99.00%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2008,16,-9274,-36.60%,-2513996,-99.40%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2009,7,-8733,-54.40%,-2522729,-99.70%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2010,8,877,12.00%,-2521852,-99.70%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2011,11,3222,39.20%,-2518630,-99.50%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2012,7,-4755,-41.60%,-2523385,-99.70%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2013,6,-1150,-17.20%,-2524535,-99.80%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2014,6,177,3.20%,-2524358,-99.80%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2015,6,199,3.50%,-2524159,-99.80%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2016,5,-1011,-17.10%,-2525170,-99.80%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2017,5,125,2.50%,-2525046,-99.80%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2018,4,-549,-10.90%,-2525594,-99.80%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2019,3,-1023,-22.90%,-2526617,-99.90%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2020,3,-253,-7.30%,-2526870,-99.90%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2021,3,202,6.30%,-2526667,-99.90%,,
Romania,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2022,1,-2116,-62.30%,-2528784,-99.90%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1990,0,-804,-62.80%,0,0.00%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1991,1,34,7.10%,34,7.10%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1992,0,-48,-9.50%,-15,-3.10%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1993,0,24,5.10%,9,1.90%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1994,1,206,42.30%,215,45.00%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1995,1,225,32.50%,440,92.20%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1996,1,548,59.80%,988,207.20%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1997,1,-167,-11.40%,821,172.20%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1998,1,76,5.90%,897,188.10%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1999,2,160,11.60%,1057,221.60%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2000,9,7013,457.40%,8070,1692.50%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2001,14,5521,64.60%,13591,2850.30%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2002,11,-2571,-18.30%,11019,2311.00%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2003,10,-1839,-16.00%,9181,1925.40%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2004,13,3347,34.70%,12528,2627.40%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2005,14,702,5.40%,13230,2774.60%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2006,21,7735,56.40%,20965,4396.90%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2007,27,5151,24.00%,26116,5477.10%,,
