Country,Type,Gas,year,Emissions per capita,Difference in Emissions per capita,% Difference in Emissions per capita,Absolute change since 1990 (per capita),Percentage change since 1990 (per capita)
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,18.38,0.46,2.55%,0.46,2.55%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,18.32,-0.06,-0.35%,0.39,2.19%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,18.15,-0.16,-0.89%,0.23,1.28%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,18.17,0.02,0.10%,0.25,1.37%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,18.1,-0.07,-0.41%,0.17,0.95%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,18.79,0.7,3.85%,0.87,4.84%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,18.36,-0.43,-2.31%,0.43,2.42%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,18.32,-0.04,-0.21%,0.4,2.21%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,17.52,-0.8,-4.37%,-0.41,-2.26%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,17.45,-0.07,-0.40%,-0.48,-2.65%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,17.66,0.22,1.23%,-0.26,-1.45%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,17.42,-0.25,-1.39%,-0.51,-2.82%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,17.15,-0.26,-1.52%,-0.77,-4.30%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,17.48,0.33,1.91%,-0.44,-2.47%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,17.31,-0.18,-1.01%,-0.62,-3.45%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,17.17,-0.14,-0.78%,-0.75,-4.21%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,17.15,-0.02,-0.12%,-0.77,-4.32%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,16.96,-0.19,-1.08%,-0.96,-5.36%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,16.11,-0.85,-5.01%,-1.81,-10.10%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,16.56,0.45,2.78%,-1.36,-7.60%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,15.88,-0.68,-4.10%,-2.04,-11.39%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,15.29,-0.59,-3.70%,-2.63,-14.67%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,15.09,-0.2,-1.31%,-2.83,-15.79%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,14.58,-0.51,-3.41%,-3.34,-18.65%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,14.79,0.21,1.42%,-3.14,-17.50%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,14.73,-0.06,-0.38%,-3.19,-17.81%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,14.42,-0.31,-2.14%,-3.51,-19.57%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,13.95,-0.47,-3.26%,-3.98,-22.19%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,13.52,-0.43,-3.07%,-4.41,-24.58%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,12.22,-1.3,-9.58%,-5.7,-31.80%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,12.28,0.05,0.42%,-5.65,-31.51%
Netherlands,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,11.53,-0.74,-6.07%,-6.39,-35.67%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,11.79,0.26,2.25%,0,0.00%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,11.59,-0.2,-1.66%,-0.2,-1.66%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,11.78,0.19,1.65%,-0.01,-0.04%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,11.53,-0.25,-2.14%,-0.26,-2.19%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,11.37,-0.16,-1.41%,-0.42,-3.56%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,11.13,-0.24,-2.09%,-0.66,-5.58%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,11.03,-0.1,-0.92%,-0.76,-6.45%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,10.76,-0.27,-2.46%,-1.03,-8.74%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,9.81,-0.94,-8.78%,-1.98,-16.76%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,9.59,-0.22,-2.29%,-2.2,-18.67%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,9.42,-0.17,-1.75%,-2.37,-20.09%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,9.58,0.16,1.74%,-2.2,-18.70%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,9.09,-0.49,-5.12%,-2.7,-22.86%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,9.39,0.3,3.26%,-2.4,-20.35%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,9.24,-0.15,-1.63%,-2.55,-21.65%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,9.26,0.02,0.22%,-2.53,-21.47%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,9.81,0.55,5.93%,-1.98,-16.81%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,9.96,0.15,1.58%,-1.83,-15.50%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,9.79,-0.18,-1.77%,-2,-17.00%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,9.29,-0.5,-5.07%,-2.5,-21.21%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,9.81,0.52,5.55%,-1.98,-16.83%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,9.61,-0.19,-1.99%,-2.18,-18.48%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,9.39,-0.22,-2.28%,-2.4,-20.34%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,9.22,-0.17,-1.82%,-2.57,-21.79%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,9.09,-0.13,-1.37%,-2.7,-22.86%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,9.26,0.17,1.85%,-2.53,-21.43%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,9.38,0.12,1.26%,-2.41,-20.44%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,9.76,0.38,4.06%,-2.03,-17.21%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,9.79,0.03,0.34%,-2,-16.93%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,9.69,-0.1,-1.05%,-2.1,-17.80%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,9.25,-0.44,-4.58%,-2.54,-21.57%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,10.02,0.77,8.38%,-1.77,-14.99%
Poland,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,9.37,-0.65,-6.49%,-2.42,-20.51%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,6.92,-2.45,-26.20%,0,0.00%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,6.19,-0.73,-10.54%,-0.73,-10.54%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,5.92,-0.27,-4.39%,-1,-14.47%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,5.64,-0.28,-4.70%,-1.28,-18.48%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,5.8,0.16,2.81%,-1.12,-16.19%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,6.13,0.33,5.69%,-0.79,-11.43%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,6,-0.13,-2.08%,-0.92,-13.27%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,6.19,0.2,3.27%,-0.72,-10.44%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,6.7,0.5,8.08%,-0.22,-3.20%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,7.46,0.77,11.47%,0.55,7.90%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,8.16,0.69,9.31%,1.24,17.94%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,7.39,-0.76,-9.38%,0.48,6.89%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,7.81,0.42,5.63%,0.89,12.91%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,8.56,0.75,9.65%,1.65,23.80%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,8,-0.57,-6.61%,1.08,15.61%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,8.89,0.9,11.23%,1.98,28.59%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,7.93,-0.97,-10.88%,1.01,14.60%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,7.57,-0.36,-4.55%,0.65,9.39%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,6.78,-0.78,-10.35%,-0.13,-1.94%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,6.36,-0.42,-6.22%,-0.56,-8.03%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,6.31,-0.05,-0.80%,-0.61,-8.77%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,6.56,0.25,3.93%,-0.36,-5.19%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,6.58,0.03,0.40%,-0.33,-4.81%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,6.56,-0.03,-0.42%,-0.36,-5.21%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,6.09,-0.46,-7.07%,-0.82,-11.91%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,6.67,0.58,9.49%,-0.25,-3.55%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,7.04,0.37,5.49%,0.12,1.75%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,9.6,2.56,36.42%,2.68,38.81%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,6.87,-2.73,-28.43%,-0.05,-0.66%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,6.49,-0.38,-5.49%,-0.42,-6.11%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,5.51,-0.98,-15.16%,-1.41,-20.35%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,5.26,-0.25,-4.60%,-1.66,-24.01%
Portugal,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,5.47,0.21,4.00%,-1.45,-20.97%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,9.97,4.5,82.35%,0,0.00%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,8.01,-1.95,-19.61%,-1.95,-19.61%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,7.36,-0.65,-8.14%,-2.61,-26.16%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,6.85,-0.51,-6.88%,-3.11,-31.24%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,6.76,-0.09,-1.35%,-3.21,-32.16%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,7.09,0.33,4.90%,-2.87,-28.84%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,7.26,0.17,2.37%,-2.71,-27.15%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,6.97,-0.29,-4.03%,-3,-30.09%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,6.14,-0.82,-11.83%,-3.82,-38.36%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,5.37,-0.78,-12.65%,-4.6,-46.16%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,5.01,-0.36,-6.63%,-4.96,-49.72%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,5.21,0.2,3.98%,-4.76,-47.72%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,5.46,0.25,4.88%,-4.5,-45.17%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,5.75,0.28,5.18%,-4.22,-42.33%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,5.71,-0.04,-0.69%,-4.26,-42.73%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,5.63,-0.08,-1.37%,-4.34,-43.52%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,5.76,0.13,2.22%,-4.21,-42.26%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,5.93,0.17,2.97%,-4.04,-40.55%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,5.84,-0.08,-1.39%,-4.12,-41.38%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,4.99,-0.86,-14.68%,-4.98,-49.98%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,4.45,-0.53,-10.66%,-5.51,-55.32%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,4.81,0.36,8.10%,-5.15,-51.70%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,4.56,-0.26,-5.37%,-5.41,-54.29%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,4.01,-0.55,-12.00%,-5.96,-59.78%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,3.5,-0.51,-12.82%,-6.47,-64.93%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,3.49,-0.01,-0.19%,-6.48,-65.00%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,3.31,-0.18,-5.20%,-6.66,-66.82%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,3.58,0.27,8.13%,-6.39,-64.12%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,3.7,0.13,3.59%,-6.26,-62.83%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,3.56,-0.14,-3.82%,-6.4,-64.25%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,3.25,-0.32,-8.89%,-6.72,-67.43%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,3.53,0.28,8.70%,-6.44,-64.60%
Romania,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,3.34,-0.19,-5.41%,-6.63,-66.51%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,12.21,8.87,265.77%,0,0.00%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,10.3,-1.91,-15.67%,-1.91,-15.67%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,9.15,-1.15,-11.14%,-3.06,-25.07%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,8.48,-0.67,-7.33%,-3.73,-30.56%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,8.08,-0.4,-4.73%,-4.13,-33.85%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,8.25,0.18,2.19%,-3.96,-32.40%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,8.23,-0.03,-0.34%,-3.98,-32.62%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,8.21,-0.02,-0.23%,-4,-32.78%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,7.86,-0.34,-4.19%,-4.35,-35.59%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,7.77,-0.09,-1.15%,-4.44,-36.34%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,7.43,-0.34,-4.43%,-4.78,-39.15%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,7.99,0.56,7.52%,-4.22,-34.58%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,7.67,-0.32,-4.02%,-4.54,-37.21%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,7.82,0.16,2.04%,-4.39,-35.93%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,7.94,0.12,1.51%,-4.27,-34.96%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,8.67,0.72,9.13%,-3.54,-29.02%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,8.1,-0.56,-6.48%,-4.1,-33.62%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,7.85,-0.26,-3.16%,-4.36,-35.71%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,8.14,0.29,3.70%,-4.07,-33.33%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,7.38,-0.76,-9.37%,-4.83,-39.58%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,7.67,0.29,3.98%,-4.54,-37.18%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,7.39,-0.28,-3.61%,-4.82,-39.44%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,6.73,-0.66,-8.94%,-5.48,-44.86%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,6.52,-0.21,-3.12%,-5.69,-46.58%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,6.55,0.03,0.39%,-5.66,-46.36%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,6.6,0.05,0.73%,-5.61,-45.97%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,6.65,0.06,0.89%,-5.55,-45.49%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,6.87,0.22,3.28%,-5.34,-43.71%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,7.01,0.14,2.00%,-5.2,-42.58%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,6.44,-0.57,-8.15%,-5.77,-47.26%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,5.51,-0.93,-14.46%,-6.7,-54.88%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,6.26,0.75,13.58%,-5.95,-48.76%
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,5.52,-0.74,-11.79%,-6.69,-54.80%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,7.24,1.72,31.24%,0,0.00%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,6.37,-0.87,-12.05%,-0.87,-12.05%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,6.32,-0.05,-0.76%,-0.92,-12.72%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,6.46,0.14,2.27%,-0.78,-10.74%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,6.58,0.12,1.86%,-0.66,-9.08%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,6.93,0.35,5.28%,-0.31,-4.28%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,6.94,0.01,0.12%,-0.3,-4.16%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,7.12,0.18,2.53%,-0.13,-1.74%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,6.85,-0.27,-3.78%,-0.4,-5.45%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,6.52,-0.33,-4.85%,-0.73,-10.04%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,6.34,-0.18,-2.70%,-0.9,-12.48%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,6.95,0.61,9.56%,-0.3,-4.11%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,6.51,-0.43,-6.22%,-0.73,-10.07%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,6.5,-0.01,-0.15%,-0.74,-10.20%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,6.62,0.11,1.72%,-0.63,-8.65%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,6.75,0.13,1.97%,-0.5,-6.85%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,6.84,0.09,1.34%,-0.41,-5.61%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,6.76,-0.07,-1.10%,-0.48,-6.64%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,7.27,0.51,7.47%,0.02,0.34%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,6.11,-1.16,-15.99%,-1.14,-15.71%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,6.2,0.1,1.60%,-1.04,-14.36%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,6.22,0.02,0.33%,-1.02,-14.07%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,5.97,-0.26,-4.11%,-1.27,-17.60%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,6.46,0.49,8.26%,-0.78,-10.79%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,8.44,1.98,30.64%,1.2,16.54%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,8.58,0.14,1.69%,1.34,18.52%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,9.16,0.58,6.76%,1.92,26.52%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,9.25,0.09,0.93%,2.01,27.71%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,9.3,0.05,0.54%,2.06,28.40%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,8.24,-1.06,-11.40%,1,13.77%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,7.58,-0.66,-7.98%,0.34,4.69%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,7.62,0.04,0.49%,0.38,5.20%
Slovenia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,7.34,-0.28,-3.64%,0.1,1.37%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,6.94,-0.4,-5.43%,0,0.00%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,7.15,0.21,3.03%,0.21,3.03%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,7.38,0.22,3.10%,0.43,6.22%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,7.01,-0.37,-5.00%,0.06,0.91%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,7.39,0.39,5.55%,0.45,6.50%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,7.73,0.34,4.58%,0.79,11.38%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,7.6,-0.14,-1.77%,0.65,9.41%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,8.02,0.42,5.57%,1.08,15.51%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,8.25,0.23,2.81%,1.3,18.75%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,8.78,0.53,6.43%,1.83,26.39%
Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,9.09,0.32,3.62%,2.15,30.96%
